province;herd;cow;visit;tx;fec;lact;season;past_lact;man_heif;man_lact
1;1;46;5;0;3;1;2;1;0;0
1;1;46;6;0;3;1;2;1;0;0
1;1;46;7;0;11;1;2;1;0;0
1;1;46;8;0;7;1;3;1;0;0
1;1;46;9;0;17;1;3;1;0;0
1;1;46;10;0;6;1;3;1;0;0
1;1;46;11;0;21;1;4;1;0;0
1;1;46;12;0;3;1;4;1;0;0
1;1;60;2;0;0;1;1;1;0;0
1;1;60;3;0;0;1;1;1;0;0
1;1;60;4;0;0;1;1;1;0;0
1;1;70;2;0;2;0;1;1;0;0
1;1;70;3;0;0;0;1;1;0;0
1;1;70;5;0;5;1;2;1;0;0
1;1;70;6;0;0;1;2;1;0;0
1;1;70;7;0;0;1;2;1;0;0
1;1;70;8;0;0;1;3;1;0;0
1;1;70;9;0;2;1;3;1;0;0
1;1;70;10;0;0;1;3;1;0;0
1;1;70;11;0;0;1;4;1;0;0
1;1;70;12;0;2;1;4;1;0;0
1;1;72;2;0;23;0;1;1;0;0
1;1;72;3;0;12;0;1;1;0;0
1;1;72;4;0;15;0;1;1;0;0
1;1;72;6;0;21;0;2;1;0;0
1;1;72;7;0;40;0;2;1;0;0
1;1;72;8;0;27;1;3;1;0;0
1;1;72;9;0;52;1;3;1;0;0
1;1;72;10;0;6;1;3;1;0;0
1;1;72;11;0;1;1;4;1;0;0
1;1;72;12;0;13;1;4;1;0;0
1;1;73;2;0;8;0;1;1;0;0
1;1;73;3;0;9;0;1;1;0;0
1;1;73;5;0;9;0;2;1;0;0
1;1;73;6;1;0;1;2;1;0;0
1;1;73;7;1;0;1;2;1;0;0
1;1;73;8;1;0;1;3;1;0;0
1;1;73;9;1;0;1;3;1;0;0
1;1;73;10;1;7;1;3;1;0;0
1;1;73;11;1;0;1;4;1;0;0
1;1;73;12;1;3;1;4;1;0;0
1;1;77;2;1;0;1;1;1;0;0
1;1;77;3;1;0;1;1;1;0;0
1;1;77;4;1;0;1;1;1;0;0
1;1;77;5;1;0;1;2;1;0;0
1;1;77;6;1;1;1;2;1;0;0
1;1;77;7;1;0;1;2;1;0;0
1;1;77;8;1;2;1;3;1;0;0
1;1;77;9;1;4;1;3;1;0;0
1;1;77;10;1;12;1;3;1;0;0
1;1;77;11;1;17;1;4;1;0;0
1;1;77;12;1;26;1;4;1;0;0
1;1;92;2;0;4;1;1;1;0;0
1;1;92;5;0;0;1;2;1;0;0
1;1;92;6;0;0;1;2;1;0;0
1;1;92;7;0;0;1;2;1;0;0
1;1;92;8;0;0;1;3;1;0;0
1;1;92;9;0;0;1;3;1;0;0
1;1;92;10;0;1;1;3;1;0;0
1;1;92;11;0;0;1;4;1;0;0
1;1;92;12;0;5;1;4;1;0;0
1;1;186;5;0;4;1;2;1;0;0
1;1;186;6;0;2;1;2;1;0;0
1;1;186;7;0;0;1;2;1;0;0
1;1;186;8;0;0;1;3;1;0;0
1;1;186;9;0;0;1;3;1;0;0
1;1;186;10;0;0;1;3;1;0;0
1;1;186;11;0;0;1;4;1;0;0
1;1;186;12;0;0;1;4;1;0;0
1;1;190;2;0;6;1;1;1;0;0
1;1;190;3;0;3;1;1;1;0;0
1;1;190;4;0;5;1;1;1;0;0
1;1;190;5;0;0;1;2;1;0;0
1;1;190;6;0;4;1;2;1;0;0
1;1;190;7;0;1;1;2;1;0;0
1;1;190;8;0;13;1;3;1;0;0
1;1;190;9;0;24;1;3;1;0;0
1;1;190;10;1;5;1;3;1;0;0
1;1;190;11;1;2;1;4;1;0;0
1;1;190;12;1;0;1;4;1;0;0
1;2;101;2;0;17;1;1;1;0;0
1;2;101;3;0;2;1;1;1;0;0
1;2;101;4;0;0;1;2;1;0;0
1;2;101;5;0;0;1;2;1;0;0
1;2;101;6;0;0;1;2;1;0;0
1;2;101;7;0;0;1;3;1;0;0
1;2;101;8;0;1;1;3;1;0;0
1;2;101;9;0;1;1;3;1;0;0
1;2;101;10;0;1;1;4;1;0;0
1;2;101;11;0;0;1;4;1;0;0
1;2;101;12;0;1;1;4;1;0;0
1;2;106;2;0;0;1;1;1;0;0
1;2;106;3;0;2;1;1;1;0;0
1;2;106;4;0;5;1;2;1;0;0
1;2;106;5;0;8;1;2;1;0;0
1;2;106;6;0;20;1;2;1;0;0
1;2;106;7;0;185;1;3;1;0;0
1;2;110;2;0;2;1;1;1;0;0
1;2;110;3;0;0;1;1;1;0;0
1;2;110;4;0;0;1;2;1;0;0
1;2;110;5;0;4;1;2;1;0;0
1;2;110;6;0;0;1;2;1;0;0
1;2;110;7;1;0;1;3;1;0;0
1;2;110;8;1;1;1;3;1;0;0
1;2;110;9;1;2;1;3;1;0;0
1;2;110;10;1;4;1;4;1;0;0
1;2;110;11;1;5;1;4;1;0;0
1;2;110;12;1;3;1;4;1;0;0
1;2;128;3;0;4;1;1;1;0;0
1;2;128;4;0;0;1;2;1;0;0
1;2;128;5;0;0;1;2;1;0;0
1;2;128;6;0;1;1;2;1;0;0
1;2;128;7;0;0;1;3;1;0;0
1;2;128;8;0;2;1;3;1;0;0
1;2;128;9;0;14;1;3;1;0;0
1;2;128;10;0;3;1;4;1;0;0
1;2;128;11;0;8;1;4;1;0;0
1;2;128;12;0;4;1;4;1;0;0
1;2;133;2;0;3;0;1;1;0;0
1;2;133;3;0;0;0;1;1;0;0
1;2;133;4;0;0;0;2;1;0;0
1;2;133;5;0;3;0;2;1;0;0
1;2;133;6;0;6;0;2;1;0;0
1;2;133;7;0;30;1;3;1;0;0
1;2;133;8;0;11;1;3;1;0;0
1;2;133;9;0;18;1;3;1;0;0
1;2;133;10;0;7;1;4;1;0;0
1;2;133;11;0;4;1;4;1;0;0
1;2;133;12;0;6;1;4;1;0;0
1;2;137;2;0;31;0;1;1;0;0
1;2;137;3;0;52;0;1;1;0;0
1;2;137;4;0;44;0;2;1;0;0
1;2;137;5;0;26;0;2;1;0;0
1;2;137;6;0;38;0;2;1;0;0
1;2;137;7;1;0;1;3;1;0;0
1;2;138;2;0;78;0;1;1;0;0
1;2;138;3;0;19;0;1;1;0;0
1;2;138;4;0;16;0;2;1;0;0
1;2;138;5;0;35;0;2;1;0;0
1;2;138;6;0;33;0;2;1;0;0
1;2;138;7;0;55;0;3;1;0;0
1;2;141;2;0;0;0;1;1;0;0
1;2;141;3;0;0;0;1;1;0;0
1;2;141;4;0;0;0;2;1;0;0
1;2;141;5;0;2;0;2;1;0;0
1;2;141;6;0;8;0;2;1;0;0
1;2;141;7;0;12;0;3;1;0;0
1;2;141;8;0;76;0;3;1;0;0
1;2;141;9;0;320;0;3;1;0;0
1;2;141;10;0;198;0;4;1;0;0
1;2;141;11;0;157;0;4;1;0;0
1;2;141;12;0;228;0;4;1;0;0
1;3;265;1;0;4;1;1;1;1;1
1;3;265;2;0;3;1;1;1;1;1
1;3;265;3;0;0;1;1;1;1;1
1;3;265;4;0;0;1;2;1;1;1
1;3;265;5;0;0;1;2;1;1;1
1;3;265;6;0;1;1;2;1;1;1
1;3;265;7;0;0;1;3;1;1;1
1;3;265;8;0;1;1;3;1;1;1
1;3;265;11;1;1;1;4;1;1;1
1;3;265;12;1;0;1;4;1;1;1
1;3;275;1;0;3;0;1;1;1;1
1;3;275;2;0;0;0;1;1;1;1
1;3;275;3;0;0;0;1;1;1;1
1;3;275;4;0;0;0;2;1;1;1
1;3;275;5;0;0;0;2;1;1;1
1;3;275;6;0;0;0;2;1;1;1
1;3;290;1;0;36;0;1;1;1;1
1;3;290;2;0;42;0;1;1;1;1
1;3;290;3;0;19;0;1;1;1;1
1;3;290;4;0;12;0;2;1;1;1
1;3;290;5;0;0;0;2;1;1;1
1;3;290;6;0;1;0;2;1;1;1
1;3;290;7;0;0;0;3;1;1;1
1;3;290;8;0;0;0;3;1;1;1
1;3;290;9;0;0;0;3;1;1;1
1;3;290;10;0;0;0;4;1;1;1
1;3;290;12;0;23;1;4;1;1;1
1;3;299;1;0;19;1;1;1;1;1
1;3;299;2;0;10;1;1;1;1;1
1;3;299;3;0;8;1;1;1;1;1
1;3;299;4;0;7;1;2;1;1;1
1;3;299;5;0;14;1;2;1;1;1
1;3;299;6;0;8;1;2;1;1;1
1;3;299;7;0;4;1;3;1;1;1
1;3;299;8;0;12;1;3;1;1;1
1;3;299;9;0;11;1;3;1;1;1
1;3;299;10;0;5;1;4;1;1;1
1;3;299;11;0;8;1;4;1;1;1
1;3;299;12;0;22;1;4;1;1;1
1;3;301;1;0;0;1;1;1;1;1
1;3;301;2;0;0;1;1;1;1;1
1;3;301;3;0;0;1;1;1;1;1
1;3;301;4;0;0;1;2;1;1;1
1;3;301;5;0;0;1;2;1;1;1
1;3;301;6;0;0;1;2;1;1;1
1;3;301;7;0;0;1;3;1;1;1
1;3;301;8;0;0;1;3;1;1;1
1;3;301;9;0;4;1;3;1;1;1
1;3;301;10;0;1;1;4;1;1;1
1;3;301;11;0;0;1;4;1;1;1
1;3;301;12;0;0;1;4;1;1;1
1;3;312;1;0;4;0;1;1;1;1
1;3;312;2;0;14;0;1;1;1;1
1;3;312;3;0;6;0;1;1;1;1
1;3;312;4;0;4;0;2;1;1;1
1;3;312;5;0;3;0;2;1;1;1
1;3;312;6;0;5;0;2;1;1;1
1;3;312;7;0;2;0;3;1;1;1
1;3;312;8;0;6;0;3;1;1;1
1;3;312;11;1;0;1;4;1;1;1
1;3;312;12;1;0;1;4;1;1;1
1;3;314;1;0;28;0;1;1;1;1
1;3;314;2;0;19;0;1;1;1;1
1;3;314;3;0;5;0;1;1;1;1
1;3;314;4;0;15;0;2;1;1;1
1;3;314;5;0;16;0;2;1;1;1
1;3;314;6;0;19;0;2;1;1;1
1;3;314;7;0;19;0;3;1;1;1
1;3;314;8;0;15;0;3;1;1;1
1;3;314;9;0;13;0;3;1;1;1
1;3;314;10;0;26;0;4;1;1;1
1;3;314;12;0;72;0;4;1;1;1
1;3;315;1;0;0;1;1;1;1;1
1;3;315;2;0;0;1;1;1;1;1
1;3;315;3;0;0;1;1;1;1;1
1;3;315;5;0;0;1;2;1;1;1
1;3;315;6;0;0;1;2;1;1;1
1;3;315;7;0;0;1;3;1;1;1
1;4;266;1;0;16;0;1;1;1;1
1;4;266;2;0;2;0;1;1;1;1
1;4;266;3;0;2;0;1;1;1;1
1;4;266;4;0;6;0;2;1;1;1
1;4;266;5;0;2;0;2;1;1;1
1;4;266;6;0;2;0;2;1;1;1
1;4;266;7;0;2;0;3;1;1;1
1;4;266;10;0;22;1;4;1;1;1
1;4;266;11;0;9;1;4;1;1;1
1;4;266;12;0;3;1;4;1;1;1
1;4;282;1;0;0;1;1;1;1;1
1;4;282;2;0;0;1;1;1;1;1
1;4;282;3;0;0;1;1;1;1;1
1;4;282;4;0;0;1;2;1;1;1
1;4;282;5;0;0;1;2;1;1;1
1;4;282;6;0;0;1;2;1;1;1
1;4;282;7;0;0;1;3;1;1;1
1;4;282;8;0;4;1;3;1;1;1
1;4;282;9;0;6;1;4;1;1;1
1;4;285;1;0;0;0;1;1;1;1
1;4;285;2;0;2;0;1;1;1;1
1;4;285;3;0;0;0;1;1;1;1
1;4;285;4;0;0;0;2;1;1;1
1;4;285;7;0;2;1;3;1;1;1
1;4;285;8;0;244;1;3;1;1;1
1;4;285;9;0;59;1;4;1;1;1
1;4;285;10;0;80;1;4;1;1;1
1;4;285;11;0;26;1;4;1;1;1
1;4;285;12;0;21;1;4;1;1;1
1;4;289;1;0;63;1;1;1;1;1
1;4;289;2;0;43;1;1;1;1;1
1;4;289;3;0;9;1;1;1;1;1
1;4;289;4;0;40;1;2;1;1;1
1;4;289;5;0;19;1;2;1;1;1
1;4;289;6;0;1;1;2;1;1;1
1;4;291;1;0;0;0;1;1;1;1
1;4;291;2;0;2;0;1;1;1;1
1;4;291;3;0;1;0;1;1;1;1
1;4;291;4;0;4;0;2;1;1;1
1;4;291;5;0;6;0;2;1;1;1
1;4;291;6;0;7;0;2;1;1;1
1;4;291;7;0;19;0;3;1;1;1
1;4;291;8;0;14;0;3;1;1;1
1;4;291;9;0;0;0;4;1;1;1
1;4;291;10;0;0;0;4;1;1;1
1;4;291;11;0;4;0;4;1;1;1
1;4;291;12;0;1;0;4;1;1;1
1;4;294;1;0;4;1;1;1;1;1
1;4;294;2;0;4;1;1;1;1;1
1;4;294;3;0;2;1;1;1;1;1
1;4;294;4;0;2;1;2;1;1;1
1;4;294;5;0;2;1;2;1;1;1
1;4;294;6;0;0;1;2;1;1;1
1;4;294;7;0;3;1;3;1;1;1
1;4;294;8;0;22;1;3;1;1;1
1;4;294;9;0;0;1;4;1;1;1
1;4;294;10;0;6;1;4;1;1;1
1;4;294;11;0;0;1;4;1;1;1
1;4;294;12;0;0;1;4;1;1;1
1;4;305;1;0;1;0;1;1;1;1
1;4;305;2;0;7;0;1;1;1;1
1;4;305;3;0;3;0;1;1;1;1
1;4;305;4;0;3;0;2;1;1;1
1;4;305;5;0;4;0;2;1;1;1
1;4;305;6;0;0;0;2;1;1;1
1;4;310;1;0;3;1;1;1;1;1
1;4;310;2;0;0;1;1;1;1;1
1;4;310;3;0;2;1;1;1;1;1
1;4;310;4;0;5;1;2;1;1;1
1;4;310;5;0;1;1;2;1;1;1
1;4;310;6;0;6;1;2;1;1;1
1;4;310;7;0;2;1;3;1;1;1
1;4;310;8;0;6;1;3;1;1;1
1;4;310;9;0;2;1;4;1;1;1
1;4;310;10;0;2;1;4;1;1;1
1;4;310;11;0;1;1;4;1;1;1
1;4;310;12;0;1;1;4;1;1;1
1;5;28;1;0;6;0;1;1;1;1
1;5;28;2;0;2;0;1;1;1;1
1;5;28;3;0;1;0;1;1;1;1
1;5;28;4;0;1;0;2;1;1;1
1;5;28;5;0;3;0;2;1;1;1
1;5;28;6;0;16;0;2;1;1;1
1;5;28;7;0;30;0;3;1;1;1
1;5;28;8;0;11;0;3;1;1;1
1;5;28;10;0;55;1;4;1;1;1
1;5;28;11;0;29;1;4;1;1;1
1;5;28;12;0;0;1;4;1;1;1
1;5;65;1;0;0;1;1;1;1;1
1;5;65;2;0;1;1;1;1;1;1
1;5;65;3;0;0;1;1;1;1;1
1;5;65;4;0;0;1;2;1;1;1
1;5;65;5;0;1;1;2;1;1;1
1;5;65;6;0;1;1;2;1;1;1
1;5;65;7;0;2;1;3;1;1;1
1;5;65;8;0;2;1;3;1;1;1
1;5;65;9;0;0;1;3;1;1;1
1;5;65;10;0;10;1;4;1;1;1
1;5;65;12;0;0;1;4;1;1;1
1;5;107;1;0;4;1;1;1;1;1
1;5;107;2;0;4;1;1;1;1;1
1;5;107;3;0;0;1;1;1;1;1
1;5;107;4;0;1;1;2;1;1;1
1;5;107;5;0;1;1;2;1;1;1
1;5;107;6;0;5;1;2;1;1;1
1;5;107;7;0;6;1;3;1;1;1
1;5;107;9;0;3;1;3;1;1;1
1;5;107;10;0;6;1;4;1;1;1
1;5;107;11;0;18;1;4;1;1;1
1;5;107;12;0;1;1;4;1;1;1
1;5;117;1;0;1;0;1;1;1;1
1;5;117;2;0;3;0;1;1;1;1
1;5;117;3;0;0;0;1;1;1;1
1;5;117;4;0;6;0;2;1;1;1
1;5;117;5;0;4;0;2;1;1;1
1;5;117;6;1;0;1;2;1;1;1
1;5;117;7;1;0;1;3;1;1;1
1;5;117;8;1;0;1;3;1;1;1
1;5;117;9;1;1;1;3;1;1;1
1;5;117;10;1;0;1;4;1;1;1
1;5;117;11;1;2;1;4;1;1;1
1;5;117;12;1;0;1;4;1;1;1
1;5;122;1;0;78;0;1;1;1;1
1;5;122;2;0;108;0;1;1;1;1
1;5;122;3;0;12;0;1;1;1;1
1;5;122;4;0;6;0;2;1;1;1
1;5;122;5;0;8;0;2;1;1;1
1;5;122;6;0;15;0;2;1;1;1
1;5;122;7;0;48;0;3;1;1;1
1;5;122;8;0;77;0;3;1;1;1
1;5;122;9;0;20;0;3;1;1;1
1;5;122;10;0;59;0;4;1;1;1
1;5;122;12;0;83;1;4;1;1;1
1;5;129;1;0;5;0;1;1;1;1
1;5;129;2;0;8;0;1;1;1;1
1;5;129;3;0;1;0;1;1;1;1
1;5;129;4;0;0;0;2;1;1;1
1;5;129;5;0;0;0;2;1;1;1
1;5;129;6;0;0;0;2;1;1;1
1;5;129;7;0;0;0;3;1;1;1
1;5;129;8;0;5;0;3;1;1;1
1;5;129;9;0;1;0;3;1;1;1
1;5;129;10;0;2;0;4;1;1;1
1;5;129;11;0;13;0;4;1;1;1
1;5;129;12;0;2;0;4;1;1;1
1;5;167;1;0;0;1;1;1;1;1
1;5;167;2;0;0;1;1;1;1;1
1;5;167;3;0;0;1;1;1;1;1
1;5;167;4;0;0;1;2;1;1;1
1;5;167;5;0;0;1;2;1;1;1
1;5;167;6;0;0;1;2;1;1;1
1;5;167;7;0;4;1;3;1;1;1
1;5;167;8;0;9;1;3;1;1;1
1;5;167;9;0;3;1;3;1;1;1
1;5;167;10;0;2;1;4;1;1;1
1;5;167;11;0;5;1;4;1;1;1
1;5;167;12;0;4;1;4;1;1;1
1;5;168;1;0;0;1;1;1;1;1
1;5;168;2;0;0;1;1;1;1;1
1;5;168;3;0;0;1;1;1;1;1
1;5;168;4;0;1;1;2;1;1;1
1;5;168;5;0;2;1;2;1;1;1
1;5;168;6;0;0;1;2;1;1;1
1;5;168;7;0;0;1;3;1;1;1
1;5;168;8;0;10;1;3;1;1;1
1;5;168;9;0;1;1;3;1;1;1
1;5;168;10;0;11;1;4;1;1;1
1;5;168;11;0;5;1;4;1;1;1
1;5;168;12;0;0;1;4;1;1;1
1;6;11;1;0;0;0;1;1;1;1
1;6;11;2;0;0;0;1;1;1;1
1;6;11;4;0;0;0;2;1;1;1
1;6;11;5;0;0;1;2;1;1;1
1;6;11;6;0;0;1;2;1;1;1
1;6;11;7;0;0;1;3;1;1;1
1;6;11;8;0;0;1;3;1;1;1
1;6;11;9;0;3;1;3;1;1;1
1;6;11;10;0;2;1;4;1;1;1
1;6;11;11;0;0;1;4;1;1;1
1;6;11;12;0;0;1;4;1;1;1
1;6;93;1;0;0;1;1;1;1;1
1;6;93;3;0;0;1;1;1;1;1
1;6;93;4;0;0;1;2;1;1;1
1;6;93;5;0;0;1;2;1;1;1
1;6;93;6;0;0;1;2;1;1;1
1;6;93;7;0;0;1;3;1;1;1
1;6;93;8;0;1;1;3;1;1;1
1;6;93;9;0;1;1;3;1;1;1
1;6;93;10;0;7;1;4;1;1;1
1;6;93;11;0;0;1;4;1;1;1
1;6;93;12;0;0;1;4;1;1;1
1;6;125;1;0;12;1;1;1;1;1
1;6;125;2;0;14;1;1;1;1;1
1;6;125;3;0;12;1;1;1;1;1
1;6;125;4;0;10;1;2;1;1;1
1;6;125;5;0;12;1;2;1;1;1
1;6;125;6;0;14;1;2;1;1;1
1;6;125;7;1;0;1;3;1;1;1
1;6;125;8;1;1;1;3;1;1;1
1;6;125;9;1;1;1;3;1;1;1
1;6;125;10;1;16;1;4;1;1;1
1;6;125;11;1;4;1;4;1;1;1
1;6;125;12;1;19;1;4;1;1;1
1;6;159;1;0;7;0;1;1;1;1
1;6;159;2;0;6;0;1;1;1;1
1;6;159;4;0;2;0;2;1;1;1
1;6;159;5;1;0;1;2;1;1;1
1;6;159;6;1;0;1;2;1;1;1
1;6;159;7;1;0;1;3;1;1;1
1;6;159;8;1;0;1;3;1;1;1
1;6;159;9;1;0;1;3;1;1;1
1;6;159;10;1;0;1;4;1;1;1
1;6;159;11;1;1;1;4;1;1;1
1;6;159;12;1;4;1;4;1;1;1
1;6;178;1;0;126;0;1;1;1;1
1;6;178;2;0;65;0;1;1;1;1
1;6;178;3;0;48;0;1;1;1;1
1;6;178;4;0;68;0;2;1;1;1
1;6;178;5;0;22;0;2;1;1;1
1;6;178;6;0;60;0;2;1;1;1
1;6;178;8;0;26;0;3;1;1;1
1;6;178;9;0;28;0;3;1;1;1
1;6;178;10;1;2;1;4;1;1;1
1;6;178;11;1;0;1;4;1;1;1
1;6;178;12;1;6;1;4;1;1;1
1;6;189;1;0;6;0;1;1;1;1
1;6;189;2;0;7;0;1;1;1;1
1;6;189;4;0;3;0;2;1;1;1
1;6;189;5;1;0;1;2;1;1;1
1;6;189;6;1;0;1;2;1;1;1
1;6;189;7;1;0;1;3;1;1;1
1;6;189;8;1;0;1;3;1;1;1
1;6;189;9;1;0;1;3;1;1;1
1;6;189;10;1;0;1;4;1;1;1
1;6;189;11;1;5;1;4;1;1;1
1;6;189;12;1;14;1;4;1;1;1
1;6;193;1;0;18;1;1;1;1;1
1;6;193;2;0;13;1;1;1;1;1
1;6;193;4;0;14;1;2;1;1;1
1;6;193;5;1;0;1;2;1;1;1
1;6;193;6;1;0;1;2;1;1;1
1;6;193;7;1;0;1;3;1;1;1
1;6;193;8;1;0;1;3;1;1;1
1;6;193;9;1;3;1;3;1;1;1
1;6;193;10;1;0;1;4;1;1;1
1;6;193;11;1;7;1;4;1;1;1
1;6;193;12;1;0;1;4;1;1;1
1;6;200;1;0;0;1;1;1;1;1
1;6;200;2;0;0;1;1;1;1;1
1;6;200;3;0;0;1;1;1;1;1
1;6;200;4;0;0;1;2;1;1;1
1;6;200;5;0;0;1;2;1;1;1
1;6;200;6;0;0;1;2;1;1;1
1;6;200;8;0;0;1;3;1;1;1
1;6;200;9;1;0;1;3;1;1;1
1;6;200;10;1;0;1;4;1;1;1
1;6;200;11;1;0;1;4;1;1;1
1;6;200;12;1;15;1;4;1;1;1
1;7;29;1;0;0;1;1;1;0;0
1;7;29;4;0;0;1;2;1;0;0
1;7;29;5;0;0;1;2;1;0;0
1;7;29;6;0;0;1;2;1;0;0
1;7;29;7;0;0;1;3;1;0;0
1;7;29;8;0;0;1;3;1;0;0
1;7;29;9;0;1;1;3;1;0;0
1;7;29;10;0;0;1;4;1;0;0
1;7;29;11;0;0;1;4;1;0;0
1;7;29;12;0;2;1;4;1;0;0
1;7;71;1;0;0;0;1;1;0;0
1;7;71;2;0;0;0;1;1;0;0
1;7;71;4;0;0;0;2;1;0;0
1;7;71;5;0;2;1;2;1;0;0
1;7;71;6;0;0;1;2;1;0;0
1;7;71;7;0;0;1;3;1;0;0
1;7;71;8;0;4;1;3;1;0;0
1;7;71;9;0;1;1;3;1;0;0
1;7;71;10;0;0;1;4;1;0;0
1;7;71;11;0;2;1;4;1;0;0
1;7;71;12;0;0;1;4;1;0;0
1;7;74;1;0;54;0;1;1;0;0
1;7;74;2;0;60;0;1;1;0;0
1;7;74;3;0;8;0;1;1;0;0
1;7;74;4;0;5;0;2;1;0;0
1;7;74;5;0;11;0;2;1;0;0
1;7;74;6;0;2;0;2;1;0;0
1;7;74;7;0;0;0;3;1;0;0
1;7;74;8;0;0;0;3;1;0;0
1;7;74;11;0;29;0;4;1;0;0
1;7;74;12;0;14;0;4;1;0;0
1;7;78;1;0;21;0;1;1;0;0
1;7;78;2;0;16;0;1;1;0;0
1;7;78;3;0;1;0;1;1;0;0
1;7;78;4;0;4;0;2;1;0;0
1;7;78;5;0;15;0;2;1;0;0
1;7;78;6;0;1;0;2;1;0;0
1;7;78;7;0;1;0;3;1;0;0
1;7;78;8;0;10;0;3;1;0;0
1;7;78;9;0;4;0;3;1;0;0
1;7;78;10;0;2;0;4;1;0;0
1;7;78;11;0;7;0;4;1;0;0
1;7;78;12;0;3;0;4;1;0;0
1;7;85;1;0;17;0;1;1;0;0
1;7;85;2;0;21;0;1;1;0;0
1;7;85;3;0;4;0;1;1;0;0
1;7;85;4;0;2;0;2;1;0;0
1;7;85;5;0;7;0;2;1;0;0
1;7;85;6;0;1;0;2;1;0;0
1;7;85;7;0;7;0;3;1;0;0
1;7;85;8;0;1;0;3;1;0;0
1;7;85;10;1;0;1;4;1;0;0
1;7;85;11;1;0;1;4;1;0;0
1;7;85;12;1;2;1;4;1;0;0
1;7;176;1;0;5;1;1;1;0;0
1;7;176;2;0;1;1;1;1;0;0
1;7;176;3;0;0;1;1;1;0;0
1;7;176;4;0;0;1;2;1;0;0
1;7;176;5;0;2;1;2;1;0;0
1;7;176;6;0;0;1;2;1;0;0
1;7;176;7;1;0;1;3;1;0;0
1;7;176;8;1;0;1;3;1;0;0
1;7;176;9;1;1;1;3;1;0;0
1;7;176;10;1;3;1;4;1;0;0
1;7;176;11;1;17;1;4;1;0;0
1;7;176;12;1;1;1;4;1;0;0
1;7;191;1;0;3;1;1;1;0;0
1;7;191;2;0;3;1;1;1;0;0
1;7;191;3;0;0;1;1;1;0;0
1;7;191;4;0;0;1;2;1;0;0
1;7;191;5;0;0;1;2;1;0;0
1;7;191;6;0;1;1;2;1;0;0
1;7;191;7;0;1;1;3;1;0;0
1;7;191;8;0;2;1;3;1;0;0
1;7;191;9;0;0;1;3;1;0;0
1;7;191;10;0;0;1;4;1;0;0
1;7;191;11;0;0;1;4;1;0;0
1;7;191;12;0;0;1;4;1;0;0
1;7;197;1;0;2;1;1;1;0;0
1;7;197;2;0;4;1;1;1;0;0
1;7;197;3;0;0;1;1;1;0;0
1;7;197;4;0;0;1;2;1;0;0
1;7;197;5;0;1;1;2;1;0;0
